doc_a,doc_b,similarity
Esports.html,Tecnologia.html,0.33925557136535645
Salut.html,Tecnologia.html,0.30785202980041504
Esports.html,Salut.html,0.2774434983730316
Cultura.html,Salut.html,0.20556876063346863
Cultura.html,Tecnologia.html,0.19676700234413147
Economia.html,Salut.html,0.1612299084663391
Economia.html,Esports.html,0.15762439370155334
Economia.html,Tecnologia.html,0.14614424109458923
Cultura.html,Economia.html,0.12017382681369781
Cultura.html,Esports.html,0.11984345316886902
